infer1,infer2,infer3,infer4,infer5,infer6,infer7,infer8,infer9,infer10,infer11,infer12,infer13,infer14,infer15,infer16,infer17,infer18,infer19,infer20,infer21,infer22,infer23,infer24,scan1,scan2,scan3,scan4,scan5,scan6,scan7,scan8,scan9,scan10,scan11,scan12,scan13,scan14,scan15,scan16,scan17,scan18,scan19,scan20,scan21,scan22,scan23,scan24,age,strategy,knowledge,precision,recall,fairness,prolific_id,condition,id,experiment
10,6,9,10,12,7,9,8,14,14,2,10,18,14,6,12,20,6,8,1,3,8,8,16,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25,"based on the proportion of visitors that were scanned and caught stealing, i inferred that some of the visitors that alex let pass must have stolen a gem too, and then used that sum of those numbers (thieves alex caught and let pass) to get to the number of possible thieves in a new group of 20 visitors. hope this makes sense :)",4.0,6.0,7.0,5.0,60743bea7dd527ac14fef25b,4_counter,exp2_20to4_12,2
2,5,4,2,4,3,4,4,3,1,2,4,1,1,4,5,0,1,14,2,3,2,3,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,21,I wonder with the numbers,7.0,6.0,6.0,6.0,5f6be10a1a4e3e15c8ec45cb,4_counter,exp2_20to4_13,2
20,4,15,3,9,13,5,12,12,18,2,15,18,12,7,16,20,9,4,2,5,11,10,15,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,24,"Because Alex knows the theft rate of the planets, he can estimate the percentage of thief in a group, so I went for there same amount as Alex did. ",3.0,6.0,5.0,3.0,5fcce8054edd66b7c6a53c8d,4_counter,exp2_20to4_14,2
2,3,7,0,9,6,5,5,12,13,0,8,17,11,2,10,20,3,4,0,1,4,4,14,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,20,based on the number scanned,6.0,5.0,5.0,5.0,608bc4a984fb8101e2fb0e16,4_counter,exp2_20to4_15,2
5,5,14,3,15,12,12,10,17,20,2,15,19,17,8,20,20,7,4,1,5,5,10,20,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,"I used the average ratio among scanned, non scanned and thieves.",7.0,7.0,7.0,7.0,6050ae98866a427695e22254,4_counter,exp2_20to4_16,2
3,6,8,3,11,8,9,8,8,10,5,7,16,13,7,10,15,6,7,8,6,5,8,14,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,27,According to the previous results.,7.0,7.0,4.0,4.0,5fa9a95a557a0b1e2766ed54,4_counter,exp2_20to4_17,2
2,10,8,0,10,7,5,6,12,14,1,9,18,12,3,11,20,4,5,7,5,5,6,15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,20,"I don't know, I took the number of thieves and added one for every three ""let pass"" visitors, something like that",6.0,5.0,6.0,6.0,5f3cf75f2982e903fb34b9f6,4_counter,exp2_20to4_18,2
3,18,8,1,11,9,7,7,14,14,1,11,18,13,4,13,20,5,6,2,4,5,8,13,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19,based on previous rates of known stealers ,5.0,5.0,4.0,1.0,5f1db717e2aa497071780d33,4_counter,exp2_20to4_19,2
3,8,10,1,11,9,6,7,15,16,1,9,17,13,3,12,20,5,5,2,2,5,8,16,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,21,"Taking in consideration how many thieves Alex already catch from the group before, and adding the possibility of catch more",5.0,5.0,5.0,5.0,5f2e44cb6de93f1a4855e886,4_counter,exp2_20to4_20,2
1,10,5,0,8,3,3,3,13,15,6,3,17,9,7,5,10,1,2,10,0,4,5,12,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,31,"based on how Alex had scanned and caught, lesson will bring about change in behavior,",6.0,7.0,5.0,4.0,5e94d3601918213345641de7,4_counter,exp2_20to4_21,2
12,5,8,1,11,8,8,8,13,14,4,10,17,12,5,12,20,5,8,4,4,6,6,14,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33,I based a lot of it on how many people Alex chose to scan since he's the best and knows the planet's theft rates so well. On the other hand it's stereotyping quite hard and probably not a great way to think... ,7.0,5.0,5.0,2.0,5f5e64f6da1b626ff39959b5,4_counter,exp2_20to4_22,2
2,2,7,12,10,7,9,5,14,16,2,8,16,10,4,11,19,6,4,1,4,6,8,12,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19,"I was guessing this from how Alex scanned, because he knew each planet's theft rate.",6.0,5.0,6.0,5.0,6082d3fa014ae6c6c2fad293,4_counter,exp2_20to4_24,2
15,3,12,1,14,10,8,8,15,14,1,9,18,13,4,13,20,6,4,1,3,8,7,16,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,19,"Alex knew all of the rates and they scanned the visitors based on that rate. The more scans they did the higher the theft rate was, so, even in cases when there were 3 thieves with more scans, I guessed the higher number.",6.0,3.0,7.0,4.0,6007acfc66ec422d16ca8992,4_counter,exp2_20to4_26,2
10,3,7,15,9,8,7,7,14,15,1,12,13,10,4,12,19,5,5,2,4,4,6,15,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,22,Based on the amount of visitors that Alex scan and the amount of gems that the visitors have,6.0,3.0,5.0,5.0,60ad18618133abd4e6a13f3d,4_counter,exp2_20to4_28,2
12,16,10,2,9,11,9,8,14,16,3,11,17,13,5,13,20,6,9,5,4,9,9,15,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34,1. The percentage that were found among the ones tested. 2. How many were tested. ,3.0,4.0,4.0,3.0,5fb310511fe357a0fbb651d7,4_counter,exp2_20to4_30,2
6,3,2,3,7,3,8,5,8,6,10,7,11,1,8,3,7,6,8,6,7,7,4,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25,30%,5.0,6.0,5.0,5.0,60aa7a0f9e902ad63595b45f,4_counter,exp2_20to4_33,2
3,17,10,2,12,10,12,10,14,15,10,12,17,10,7,12,20,7,15,10,3,12,10,12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,1/2,6.0,3.0,5.0,6.0,60aa8c1036cc6df1e77a472d,4_counter,exp2_20to4_35,2
2,6,8,0,8,7,6,4,12,13,2,7,17,11,3,11,20,4,5,2,2,4,4,14,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,From checking the proportion of thives in the checked visitors tab and a bit of intuition based on that and the percentage of passengers checked.,6.0,6.0,6.0,1.0,5f177c36fd9dc50ffc51da70,4_counter,exp2_20to4_36,2
10,1,7,12,9,6,14,5,12,13,1,8,17,11,2,10,20,3,1,1,2,4,4,14,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28,Based on the numbers that Alex got with his group,6.0,6.0,7.0,6.0,5e4e9d21bc5c542eaab01ef0,4_counter,exp2_20to4_38,2
2,3,5,0,7,6,5,5,12,13,0,8,17,11,1,10,20,3,4,0,1,4,4,14,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,26,Just by looking at Alex's statistics. ,6.0,7.0,6.0,4.0,5d33c9fbcb8e950001c30a9b,4_counter,exp2_20to4_39,2
3,4,8,13,10,7,6,6,13,14,3,9,18,10,4,12,20,4,5,2,2,5,5,15,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18,i added one or two more to the thief number,6.0,3.0,7.0,3.0,601912cd193759016f9ba75b,4_counter,exp2_20to4_40,2
2,2,5,2,11,7,5,5,12,8,6,10,17,10,2,10,19,4,13,3,5,10,7,14,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21,Basically using as reference the number of visitors scanned by Alex and the number of the effective thieves,5.0,5.0,6.0,3.0,60a2a49efd2d03831ee4886d,4_counter,exp2_20to4_41,2
2,5,8,0,11,5,6,6,10,10,2,9,18,13,4,10,15,4,7,3,3,5,5,15,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23,Margin of error ,3.0,3.0,6.0,3.0,5c169bb2f410c600010a046a,4_counter,exp2_20to4_42,2
2,20,10,0,12,6,9,8,12,14,2,11,18,13,5,10,20,6,4,0,1,7,8,15,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,36,Took into consideration the number of visitors scanned and how many of them stole and trusting that Alex knows the rates for each planet,6.0,2.0,7.0,4.0,5eba43caf0dcca171a694849,4_counter,exp2_20to4_43,2
2,15,10,1,11,9,7,7,13,14,5,10,18,12,4,11,20,5,11,10,3,7,7,14,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,25,by the number of early encounters and number of scans,4.0,3.0,3.0,3.0,60198b3ef30e120c219625d9,4_counter,exp2_20to4_44,2
2,15,10,0,12,10,10,9,15,14,0,11,17,13,4,12,20,6,13,2,4,8,8,15,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23,"I started with the average from the theft rate amongst the scanned individuals. I then took into account that, if few were searched this meant the planet has a low theft rate. Since this rate could change i met in the middle",7.0,6.0,1.0,1.0,5e36bfd9383bd164e7726bbd,4_counter,exp2_20to4_45,2
18,2,13,18,14,12,10,11,13,13,2,14,18,14,6,15,20,8,4,1,4,6,9,16,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,24,"depending on how many Alex decided to scan, because he knows the rates",6.0,3.0,3.0,3.0,5f2f7126cb8aea36f5805281,4_counter,exp2_20to4_47,2
2,6,8,1,9,5,4,8,12,13,8,8,16,12,2,9,10,2,10,10,4,6,4,14,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,22,by the proportion between scanned thieves and scanned innocents,3.0,3.0,3.0,3.0,5e83569864bf8a07d86111f6,4_counter,exp2_20to4_48,2
2,3,7,0,9,6,5,5,12,13,0,8,17,11,2,10,20,3,4,0,1,4,4,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29,I used the data from Alex’s findings.,6.0,5.0,5.0,4.0,57237df88445810009021781,4_counter,exp2_20to4_49,2
0,5,3,0,1,1,3,2,10,8,6,1,0,0,4,0,20,3,3,2,3,3,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,25,in base alle informazione datemi da alex e anche per le percentuali di ladri individuati,4.0,4.0,5.0,5.0,5fb6a6f2e64455043cafa6c7,4_counter,exp2_20to4_50,2
5,7,12,4,13,7,7,10,14,16,1,11,18,16,3,16,18,4,6,5,4,7,5,17,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22,"I figured some would not have been caught, so I always upped the number a bit. At a certain point, I also realized that if the knowledgeable scanner had been scanning a lot of them, they probably had higher theft rates.",6.0,5.0,5.0,5.0,5eb0443902af570c05c29f12,4_counter,exp2_20to4_51,2
3,5,6,3,7,9,5,4,14,14,3,10,14,12,3,13,15,4,7,2,3,6,6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21,6,6.0,5.0,7.0,7.0,5ee29b48f876547924af1c69,4_counter,exp2_20to4_52,2
2,14,3,1,2,5,4,3,1,0,11,4,0,0,6,10,20,7,1,13,8,2,4,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,18,Because the background that each planet has.,6.0,5.0,5.0,6.0,602af7ba10c7c120123b9879,4_counter,exp2_20to4_53,2
8,4,6,6,12,8,6,6,10,10,1,8,18,11,4,10,18,5,2,1,3,5,5,16,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59,depending on the number of visitors scanned by alex and whether a high or low proportion ofthose stole gems,6.0,6.0,3.0,4.0,5f4aca59835880692cfe491a,4_counter,exp2_20to4_54,2
4,5,8,1,10,8,7,7,11,17,1,10,18,14,5,14,20,5,7,1,3,5,6,19,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18,"If it was more than half, I would guess they stole a gem.",5.0,6.0,6.0,3.0,5cb5db801f8e8e00166fd028,4_counter,exp2_20to4_55,2
5,7,8,0,13,5,8,7,15,14,0,9,18,10,4,16,20,5,8,1,3,4,4,6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,18,"For example, when Alex scanned 5 visitors, and the 5 visitors were all thefts, there is a big chance that almost all of the visitors are thefts, since 5 out of 5 were",2.0,5.0,2.0,5.0,5fd6c50649a96863dab01a46,4_counter,exp2_20to4_56,2
4,4,10,5,10,8,8,5,10,11,3,10,19,16,5,10,16,5,5,1,3,5,5,18,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26,I mostly used the number of visitors that Alex decided to scan to guess how many could've been thieves,4.0,5.0,5.0,4.0,5a47f69aee927b0001e1ea87,4_counter,exp2_20to4_57,2
18,3,11,15,14,11,11,11,17,18,1,14,18,15,6,15,20,7,4,0,4,10,8,17,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19,I guessed that based on Alex's knowledge of stealers rate.,5.0,6.0,5.0,4.0,60ab320c7942de077d57299a,4_counter,exp2_20to4_58,2
6,15,10,1,16,10,10,11,13,19,5,10,17,15,6,10,20,7,12,8,10,7,12,18,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,21,guess by the patterns there were regarding gem thieves,5.0,5.0,6.0,4.0,60a933121b4ede64b77329d5,4_counter,exp2_20to4_59,2
1,1,13,17,15,8,8,8,15,18,1,9,20,17,3,18,16,5,5,0,2,5,4,17,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22,I checked how many people Alex checked and how many of them stole,5.0,3.0,5.0,3.0,5faa800c4f9d9c3bdc612415,4_counter,exp2_20to4_60,2
2,13,10,0,14,9,8,9,13,14,4,11,17,13,5,13,20,6,15,7,4,8,8,15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,19,based on scanned ones,6.0,6.0,6.0,5.0,5efec0cffc86a73c9cf173e7,4_counter,exp2_20to4_61,2
7,15,12,0,12,11,8,12,13,15,2,10,18,13,10,12,20,8,15,6,4,11,9,15,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,24,Depending on the amount stolen in that one you can think how many will be stolen in the next,6.0,6.0,7.0,6.0,6053e0762765113d255482a1,4_counter,exp2_20to4_62,2
11,4,9,7,10,7,5,5,14,14,1,9,18,13,8,11,20,3,6,1,2,6,4,15,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,32,"because i trust alex, i took the amount of people that he scanned into consideration. When he scans a lot of people, even if the results come negative i assumed he should keep scaning them.",6.0,4.0,6.0,6.0,5fd6b96954d92962c098432b,4_counter,exp2_20to4_63,2
0,8,2,4,3,2,3,2,1,0,8,2,14,4,3,1,0,4,7,0,5,2,5,4,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,20,"I used the number of visitors that ""Alex"" used the scanner with, and guessed how many could be in the other section",6.0,5.0,6.0,5.0,5fbbe3b8b1dfb90009f86dfa,4_counter,exp2_20to4_64,2
2,3,8,0,10,7,5,6,12,13,2,9,17,11,2,11,20,5,4,1,4,5,6,14,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,25,"I based it on how many thieves were found in the example given and compared it to the visitors who were not scanned. If it was around 50% of visitors scanned, I doubled the amount of thieves. If around 90% were scanned, I would leave the amount of stolen gems the same as in the example.",5.0,6.0,1.0,5.0,5da741564a1779001048728b,4_counter,exp2_20to4_65,2
19,4,10,18,12,11,9,11,14,14,2,11,18,16,6,14,20,7,4,1,4,7,9,15,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,23,"when the scanned were more than ten, i did (thieves/scanned)*20",6.0,6.0,6.0,5.0,6079ad61dd502c8546f8f313,4_counter,exp2_20to4_66,2
2,3,12,11,14,8,10,7,15,17,2,8,18,16,4,10,18,4,4,1,4,7,9,18,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,"I tried to take into account the # Alex scanned because he knew the rates well as well as what # was found with them. Towards the end, I started leaning more towards his guesses rather than the # actually caught.",3.0,3.0,5.0,3.0,5e9870ea69e7ca0826daa5bb,4_counter,exp2_20to4_67,2
3,4,10,1,11,9,6,6,10,8,1,10,16,8,5,13,19,6,6,5,5,3,7,14,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,19,Mostly I was looking at the number of scanned thiefs then I was looking at the visitors which passed without scanning and supposed that thief percentege in both groups will be the same ,4.0,4.0,5.0,4.0,60955e98e1b7d300343e9c9a,4_counter,exp2_20to4_68,2
2,2,5,0,10,7,4,6,9,13,1,8,18,12,3,13,19,1,3,1,3,7,7,10,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,19,6,4.0,5.0,5.0,3.0,5fae9cb0444e590669418214,4_counter,exp2_20to4_69,2
20,3,7,19,9,13,11,12,12,18,2,15,19,10,2,16,20,3,4,1,1,11,10,14,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,30,I checked how many visitors Alex cheched and how many thieves he found.,6.0,6.0,7.0,3.0,60a8ae8d598236047444e2b3,4_counter,exp2_20to4_70,2
1,3,7,0,11,5,7,5,10,12,0,8,18,11,3,10,20,5,3,1,1,5,4,16,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29,"Based in Alex knowledge and results, there could be a small trend about the planets",6.0,7.0,6.0,5.0,5d50ac48c00ab20016f6183b,4_counter,exp2_20to4_71,2
1,13,11,1,9,7,8,5,13,14,4,9,17,12,4,10,19,6,11,10,2,2,4,15,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,20,50%,3.0,3.0,3.0,4.0,6053c0b34b111a778c1cd56e,4_counter,exp2_20to4_72,2
5,5,9,5,13,9,9,8,17,16,2,10,19,12,6,17,20,4,11,1,4,7,8,16,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,24,Combining roughly both the number of people scanned and the number of people who actually stole,5.0,5.0,5.0,3.0,6036c7616b5856d57b512084,4_counter,exp2_20to4_73,2
2,2,6,1,7,6,3,5,12,13,0,6,17,11,1,10,17,3,4,1,1,3,4,13,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,24,about the same as in previous results,2.0,6.0,3.0,4.0,60521a33b08ff9e8ee7b31b0,4_counter,exp2_20to4_74,2
2,3,10,0,12,9,10,7,13,13,0,6,18,12,3,11,20,6,14,2,3,7,5,14,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,37,number of stolen gems + info about Alex,5.0,5.0,4.0,5.0,5c699c7f721d100001a8f7a0,4_counter,exp2_20to4_75,2
20,5,15,20,11,12,10,10,18,19,1,14,20,12,8,15,20,8,7,1,2,8,9,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,25,Just try to guess mostly basing the idea on Alex decision. The information about how many thieves there were was kinda useless because of the randomness,6.0,5.0,5.0,4.0,5eb168a3c03c29253f361441,4_counter,exp2_20to4_76,2
2,3,7,0,9,6,0,5,12,13,0,8,17,11,2,10,6,3,4,1,1,1,4,14,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23,By looking at the faces and seeing which face has a gem,1.0,1.0,1.0,1.0,60e59677cbe338ac4a645123,8_counter,exp3_16to8_0,3
17,0,7,19,12,9,18,11,15,14,1,11,16,13,5,12,17,4,1,15,2,0,8,16,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,19,"Because Alex new all the theftrates, I assumed as he did and didn't let me fool by how many of the little group he scanned where actual thieves. My chances of catching the most are the highest then.",6.0,7.0,6.0,4.0,60db104ace6dda2b593c4978,8_counter,exp3_16to8_1,3
2,10,9,1,12,8,0,8,13,14,3,11,19,12,6,12,6,7,14,2,4,4,8,15,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,32,50,7.0,6.0,6.0,6.0,60de2a4f9696f31c769f61e2,8_counter,exp3_16to8_2,3
10,6,13,14,13,5,10,4,14,15,3,13,15,14,4,14,15,7,5,13,4,3,5,15,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20,by the choice of alex,4.0,3.0,3.0,4.0,607b623e240cc6eebb28aa64,8_counter,exp3_16to8_3,3
2,3,7,0,9,6,0,5,12,13,0,8,17,11,2,10,6,20,4,1,1,1,4,14,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,18,50%,5.0,6.0,6.0,5.0,Marco Carvalho,8_counter,exp3_16to8_4,3
